"x"
2.55795384873636e-13
0.994959057093464
0
0
0.994959057093304
6.00408611717285e-13
0.994959057093375
0.994959057093368
0
2.77822209682199e-12
0.994959057093507
2.0087043139938e-11
0
0
0
0.994959057093503
0
0
0
0.994959057093503
0.994959057093482
0
0.994959057093492
7.105427357601e-15
0.994959057093439
0
0
0
0
0
0
7.105427357601e-15
0.994959057093418
0
0.994959057093414
0
0
0
1.77635683940025e-14
0
0
0
0.994959057093475
0.994959057093482
0
0
0.99495905709346
0
0.994959057093418
0
0
4.2632564145606e-14
0.9949590570934
0.994959057093496
0.994959057093482
0
0
0
7.105427357601e-15
0
7.105427357601e-15
0
0.994959057093503
0
0
0.994959057093368
0
0.994959057093496
0.99495905709346
0
0
0
0
0.994959057093503
0
0.994959057093425
0.994959057093411
0.994959057093453
3.5527136788005e-15
0.994959057093507
0
3.5527136788005e-15
3.19744231092045e-14
0.994959057093386
0
0.994959057093375
0
0.994959057093439
0.994959057093482
0
0.994959057093293
0.994959057093496
0.994959057093503
0.994959057093418
0
0
0
0
0
0.994959057093499
